0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.0,0.0,0.0,0.0,0.0,0.0,588.6230928611791,450.1715133095958,0.0,0.0,0.0,0.0,513.31774368334,0.0,529.7607835750612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,759.7597597597598,823.5735735735736,807.8078078078079,841.0672758590176,807.4382405540642,810.8108108108108,805.6358301056507,826.0418211478569,783.4744611908571,0.0,806.3063063063064,0.0,837.5121376752699,0.0,0.0,0.0,0.0,795.4351899165389,0.0,0.0,0.0,894.2258559018907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,712.5312692196869,751.8908497701319,753.4944832252834,766.3202568094948,772.2716945142655,804.3077569137866,758.8973981053983,815.6606851549755,702.8699089190583,811.9531365860892,808.2098450008516,735.8201328564129,796.1800511425773,666.7812338889844,0.0,0.0,0.0,772.724691988872,797.138477261114,844.5750298075285,0.0,0.0,0.0,813.3197070345767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,912.3013537374926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.2081027532964,682.1733381416036,0.0,0.0,0.0,0.0,0.0,0.0,908.3402146985962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,839.9838658381141,0.0,0.0,0.0,0.0,0.0,635.3761016601762,0.0,0.0,0.0,667.4386827901892,0.0,666.120106579217,684.5896027954076,662.7041060326569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,465.8867377575318,507.298892224868,0.0,0.0,0.0,0.0,528.004969458536,0.0,518.0911538962041,0.0,0.0,0.0,502.12237291645096,511.3528582150486,0.0,519.6004849604526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.3372928803814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,598.4583712356969,643.0473069834118,557.0291777188329,655.3348351423306,0.0,805.4013297690041,0.0,523.0323271787762,0.0,670.2733757839804,0.0,0.0,0.0,860.1269711243089,626.6639361048535,0.0,0.0,572.9437946872484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.505478349918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,561.6883116883116,513.0716749620316,487.66726931954855,534.9809666920991,522.6655875924429,501.78347279204763,465.9498207885304,491.4002259857711,514.5367615763695,490.1039404918539,501.100762431918,528.4307815953385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,426.10132762782536,430.43059517713897,466.6630092897374,472.7967351815278,455.0808077113761,453.4415916904396,456.30044132348286,471.02747909199525,462.7191378343452,451.99540389632557,0.0,463.6913905347085,431.3022700119474,414.5758661887694,415.1732377538829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,509.1649694501018,530.8031507448998,547.6352115863318,526.1371350984385,541.6949536094139,575.1917305768591,569.3301365220858,548.2009504412763,556.1212944105001,562.1395560608156,0.0,590.5199708435484,560.081466395112,583.8534326555265,560.3581858226516,0.0,550.1833944648216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
